Key,koreana
perkCharismaticNatureRank2Desc,팀 리더
perkCharismaticNatureRank3Desc,동기부여 연설자
perkCharismaticNatureRank4Desc,분대장
perkCharismaticNatureRank5Desc,사령관
perkCharismaticNatureRank1LongDesc,구매금액 -2%. 판매금액 +3%
perkCharismaticNatureRank2LongDesc,구매금액 -4%. 판매금액 +6%
perkCharismaticNatureRank3LongDesc,구매금액 -6%. 판매금액 +9%\n상인의 비밀 은닉처에서 나쁘지 않은 약탈품을 발견할 수 있습니다
perkCharismaticNatureRank4LongDesc,구매금액 -8%. 판매금액 +12%\n퀘스트 보상 듀크 +25%\n상인의 비밀 은닉처에서 좋은 약탈품을 발견할 수 있습니다
perkCharismaticNatureRank5LongDesc,구매금액 -10%. 판매금액 +15%\n퀘스트 보상 듀크 +25%\n퀘스트 보상 2개 선택\n상인의 비밀 은닉처에서 더 좋은 약탈품을 발견할 수 있습니다
perkExplosiveWeaponsDesc,"Specialize in explosive weapons to stun, cripple and dismember your foes."
perkExplosiveWeaponsName,Explosive Weapons
perkExplosiveWeaponsRank1Desc,Increase reload speed by 15%. 10% Faster aiming. 50% chance to stun enemies.
perkExplosiveWeaponsRank2Desc,Increase reload speed by 20% .20% Faster aiming. 100% chance to stun enemies.
perkExplosiveWeaponsRank3Desc,Increase reload speed by 25%. 30% Faster aiming. 75% chance to cripple enemies.
perkExplosiveWeaponsRank4Desc,Increase reload speed by 30%. 40% Faster aiming. 50% chance to dismember.
perkExplosiveWeaponsRank5Desc,Increase reload speed by 35%. 50% Faster aiming. 100% chance to dismember.
perkFlurryOfBlowsDesc,한 손 근거리 무기에 특화되어 빠른 강타를 맹렬히 퍼부어 적을 사정없이 두들깁니다\n돌 도끼,장도리,분해도구,칼,곤봉,배턴,너클에 적용됩니다
perkFlurryOfBlowsName,질풍 강타
perkFlurryOfBlowsRank1Desc,빠른 손
perkFlurryOfBlowsRank2Desc,신속한 공격
perkFlurryOfBlowsRank3Desc,기습 타격
perkFlurryOfBlowsRank4Desc,엄청난 속도
perkFlurryOfBlowsRank5Desc,질풍 강타
perkFlurryOfBlowsRank1LongDesc,공격속도 +5%
perkFlurryOfBlowsRank2LongDesc,공격속도 +10%
perkFlurryOfBlowsRank3LongDesc,공격속도 +15%
perkFlurryOfBlowsRank4LongDesc,공격속도 +20%
perkFlurryOfBlowsRank5LongDesc,공격속도 +25%
perkGreaseMonkeyDesc,황무지의 쓰레기로 차량과 도구를 만드는 방법을 배워봅시다!\n자전거와 미니바이크는 본 특성 없이 부품으로 조립할 수 있습니다
perkGreaseMonkeyName,기계공
perkGreaseMonkeyRank1Desc,신입 기계공
perkGreaseMonkeyRank2Desc,DIY 기계공
perkGreaseMonkeyRank3Desc,숙련 기계공
perkGreaseMonkeyRank4Desc,고급 기계공
perkGreaseMonkeyRank1LongDesc,"바퀴,석유통,미니바이크,UAZ를 제작할 수 있습니다\n바퀴, 미니바이크 섀시,미니바이크 핸들바,미니바이크,더트 바이크 섀시,더트바이트 부품,UAZ-452 섀시, 석유통 레시피 해제"
perkGreaseMonkeyRank2LongDesc,"기계공 작업대,차량 개조,크루저,노바,정커를 제작할 수 있습니다\n기계공 작업대,기름,차량 슈퍼 차저 개조,차량 연료 절감 개조,차량 개조: 가시,차량 개조: 장갑 강화,차량 오프로드 헤드라이트 개조,차량 예비 연료 탱크 개조,크루저 섀시,크루저 핸들바,정커 섀시,정커 핸들바,노바 섀시,노바 부속품 레시피 해제"
perkGreaseMonkeyRank3LongDesc,"오토바이,랫,낡은 세미,작업 트럭을 제작할 수 있습니다\n오토바이 섀시,오토바이 핸들바,오토바이,랫 섀시,랫 핸들바,낡은 세미 섀시,낡은 세미 몸체,작업 트럭 섀시,작업 트럭 부속품 레시피 해제"
perkGreaseMonkeyRank4LongDesc,"4x4 트럭, 차저, 픽업 트럭, GNX를 제작할 수 있습니다\n4x4 트럭 섀시,4x4 트럭 부속품,4x4 트럭,차저 섀시,차저 부속품,픽업 트럭 섀시,픽업 트럭 부속품,GNX 부속품,GNX 섀시"
perkTurretsDesc,"로봇에 빠지셨군요. 사용 방법을 알아보고 더 좋은 로봇을 만들어봅시다\n로봇: 로보틱 슬레지,로보틱 터렛"
perkTurretsName,로보틱 발명가
perkTurretsRank1Desc,과학 프로젝트
perkTurretsRank2Desc,기본 로봇 공학
perkTurretsRank3Desc,자동화된 무기
perkTurretsRank4Desc,고급 로봇 공학
perkTurretsRank5Desc,로봇 공학 전문가
perkTurretsRank1LongDesc,놀랍도록 혁신적인 아이디어가 있지만 구현시키려면 약간의 작업이 필요하겠습니다\n로봇의 제작등급 +10. 데미지 +10%. 공격속도 +30%\n로보틱 터렛의 탄창 용량 +10\n로봇 작동 범위가 5에서 10미터로 증가합니다\n여러 개의 로봇을 배치할 수 있지만 가장 가까운 하나만 작동합니다\n로보틱 슬레지 레시피 해제
perkTurretsRank2LongDesc,이제 프로젝트의 다음 단계로 넘어갈 차례입니다\n로봇의 제작등급 +20. 데미지 +20%. 공격속도 +70%\n로보틱 터렛의 탄창 용량 +20\n로봇 작동 범위가 12미터로 증가합니다
perkTurretsRank3LongDesc,"자동화 무기의 기본을 마스터했습니다\n로봇의 제작등급 +30. 데미지 +30%. 공격속도 +110%\n로보틱 터렛의 탄창 용량 +30\n로봇 작동 범위가 14미터로 증가합니다\n로보틱 터렛,로보틱 터렛 철갑탄,로보틱 터렛 포탄(탄약) 레시피 해제"
perkTurretsRank4LongDesc,미래의 기술을 사용하는 것 같습니다. 2077년에서 오신 게 틀림없군요\n로봇의 제작등급 +40. 데미지 +40%. 공격속도 +150%\n로보틱 터렛의 탄창 용량 +40. 재장전속도 +10%\n로봇 작동 범위가 16미터로 증가합니다\n한 번에 두 대의 로봇을 배치하여 사용할 수 있습니다
perkTurretsRank5LongDesc,이제 로봇 공학의 최고 전문가가 되었습니다\n로봇의 제작등급 +50. 데미지 +50%. 공격속도 +150%\n로보틱 터렛의 탄창 용량 +50. 재장전속도 +20%\n로봇 작동 범위가 18미터로 증가합니다\n한 번에 세 대의 로봇을 배치하여 사용할 수 있습니다
perkHammerForgeDesc,화덕과 작업대로 더 좋은 장비를 만듭니다
perkHammerForgeName,망치 & 화덕
perkHammerForgeRank1LongDesc,"고철 도구를 만들 수 있습니다\n고철 소방 도끼,고철 곡괭이,고철삽,랜턴 레시피 해제"
perkHammerForgeRank2LongDesc,"화덕을 만들고, 단조철로 건축을 시작합니다\n화덕,철제 소방 도끼,철제 곡괭이,철삽,장도리,사냥용 칼 레시피 해제"
perkHammerForgeRank3LongDesc,"대형 화덕을 만들 수 있습니다\n대형 화덕,철제 부츠,철제 가슴 갑옷,철제 장갑,철제 투구,철제 다리 갑옷 레시피 해제"
perkHammerForgeRank4LongDesc,"시멘트 믹서에서 아이템을 20% 더 빠르게 제작합니다\n도가니,단조강,시멘트 믹서,시멘트,콘크리트 혼합물,강철 화살촉 레시피 해제"
perkHammerForgeRank5LongDesc,"시멘트 믹서에서 아이템을 20% 더 빠르게 제작합니다\n고급 화덕,고급 풀무,강철 곡괭이,강철삽,강철 도끼 레시피 해제"
perkHammerForgeRank1Desc,견습생
perkHammerForgeRank2Desc,숙련공
perkHammerForgeRank3Desc,대장장이
perkHammerForgeRank4Desc,기계 기사
perkHammerForgeRank5Desc,산업 기사
perkHeavyMetalDesc,Specialize in destroying enemies with heavy weapons like sledgehammers.
perkHeavyMetalName,Heavy Metal
perkHeavyMetalRank1Desc,Power attacks do 40% more damage to stunned enemies. You have a 20% chance to knock down enemies with heavy weapons.
perkHeavyMetalRank2Desc,Power attacks do 80% more damage to stunned enemies. You have a 30% chance to knock down enemies with heavy weapons.
perkHeavyMetalRank3Desc,"Power attacks do 120% more damage to stunned enemies. You have a 40% chance to knock down enemies with heavy weapons, 20% for power attacks to knock down nearby foes."
perkHeavyMetalRank4Desc,"Power attacks do 160% more damage to stunned enemies. You have a 60% chance to knock down enemies with heavy weapons, 40% for power attacks to knock down nearby foes."
perkHeavyMetalRank5Desc,"Power attacks do 200% more damage to stunned enemies. You have a 100% chance to knock down enemies with heavy weapons, 60% for power attacks to knock down nearby foes."
perkLivingOffTheLandDesc,손이나 도구를 이용한 농작물 수확에 특화되었습니다
perkLivingOffTheLandName,자급자족
perkLivingOffTheLandRank1Desc,추수꾼
perkLivingOffTheLandRank2Desc,정원사
perkLivingOffTheLandRank3Desc,농부
perkLivingOffTheLandRank4Desc,산업 농부
perkLivingOffTheLandRank5Desc,식물학자
perkSousChefDesc,효과도 좋고 든든한 음식을 만듭니다
perkSousChefName,수셰프
perkSousChefRank1LongDesc,"요리의 기초입니다\n홍차,미역취 차,사과 주스,오렌지 주스, 쌀우유, 타피오카 레시피 해제"
perkSousChefRank2LongDesc,"왕에게 걸맞는 한끼입니다\n고기 스튜,야채 스튜,스테이크와 감자 식사,블루베리 파이,커피,야채 수프,사과 파이,오렌지 잼,블루베리 잼,식용유 레시피 해제"
perkSousChefRank3LongDesc,"특별한 음료입니다!\n유카즙 스무디,토마토 주스,오렌지 차,블루베리 팬케이크,바나나 팬케이크,잼 토스트,치즈 피자 레시피 해제"
perkSousChefRank4LongDesc,"몸이 후끈해지는 음식입니다\n샴 차우더,재활용 스튜,생선 타코,칠리 핫도그,고기 피자,고기 부리또,과일 스무디 레시피 해제"
perkSousChefRank5LongDesc,"맥다이버의 생존비법\n맥주,호박 치즈케이크,호박빵,호박 파이,필라델피아 치즈 스테이크,커피 케이크 레시피 해제"
perkSousChefRank1Desc,독신남
perkSousChefRank2Desc,할머니
perkSousChefRank3Desc,즉석 요리 요리사
perkSousChefRank4Desc,취사병
perkSousChefRank5Desc,수셰프
perkFromTheShadowsDesc,"어둠 속에 몸을 숨기고 조용히 움직이는 것에 특화되었습니다. 은닉(Ctrl,C) 자세의 효율이 좋아집니다"
perkFromTheShadowsName,그림자에서
perkFromTheShadowsRank1Desc,잠복꾼
perkFromTheShadowsRank2Desc,미행자
perkFromTheShadowsRank3Desc,스토커
perkFromTheShadowsRank4Desc,밤손님
perkFromTheShadowsRank5Desc,그림자 닌자
perkFromTheShadowsRank1LongDesc,"그림자 속에 10% 더 효과적으로 몸을 숨기고, 은닉 후 이동이 10% 더 빨라집니다\n플레이어를 인식한 적의 탐색 시간 -15%"
perkFromTheShadowsRank2LongDesc,"그림자 속에 20% 더 효과적으로 몸을 숨기고, 은닉 후 이동이 20% 더 빨라집니다\n플레이어를 인식한 적의 탐색 시간 -30%"
perkFromTheShadowsRank3LongDesc,"그림자 속에 30% 더 효과적으로 몸을 숨기고, 은닉 후 이동이 30% 더 빨라집니다\n플레이어를 인식한 적의 탐색 시간 -45%"
perkFromTheShadowsRank4LongDesc,"그림자 속에 40% 더 효과적으로 몸을 숨기고, 은닉 후 이동이 40% 더 빨라집니다\n플레이어를 인식한 적의 탐색 시간 -60%"
perkFromTheShadowsRank5LongDesc,"그림자 속에 50% 더 효과적으로 몸을 숨기고, 은닉 후 이동이 50% 더 빨라집니다\n플레이어를 인식한 적의 탐색 시간 -75%"
perkPainToleranceDesc,"공격받는 걸 무시하고, 고통과 싸워 다른 사람들이 바닥에서 카운트를 셀 때도 싸움을 계속할 수 있는 일에 특화되었습니다"
perkPainToleranceName,고통 저항
perkPainToleranceRank1Desc,터프한
perkPainToleranceRank2Desc,다부진
perkPainToleranceRank3Desc,튼튼한
perkPainToleranceRank4Desc,마조히스트
perkPainToleranceRank5Desc,철제 턱
perkPainToleranceRank1LongDesc,받는 데미지 -5%. 기절 저항 +20%
perkPainToleranceRank2LongDesc,받는 데미지 -10%. 기절 저항 +40%
perkPainToleranceRank3LongDesc,받는 데미지 -15%. 기절 저항 +60%
perkPainToleranceRank4LongDesc,받는 데미지 -20%. 기절 저항 +80%
perkPainToleranceRank5LongDesc,받는 데미지 -25%. 철제 턱: 기절하지 않습니다
perkPhysicianDesc,부상을 치료하고 고급 의약품을 제작합니다
perkPhysicianName,전문의
perkPhysicianRank1Desc,돌팔이
perkPhysicianRank2Desc,인턴
perkPhysicianRank3Desc,의사
perkPhysicianRank4Desc,외과의사
perkPhysicianRank5Desc,기적을 일으키는 자
perkPhysicianRank1LongDesc,"응급 치료용 붕대,깁스,알로에 크림 레시피 해제"
perkPhysicianRank2LongDesc,"응급 치료 키트,해독제,절구통 레시피 해제"
perkPhysicianRank3LongDesc,스테로이드 레시피 해제\n자신에게 사용하는 치료 아이템 효과 +25%
perkPhysicianRank4LongDesc,리코그 레시피 해제\n자신에게 사용하는 치료 아이템 효과 +50%
perkPhysicianRank5LongDesc,포트 바이트 레시피 해제\n자신에게 사용하는 치료 아이템 효과 +100%\n타인에게 사용하는 치료 아이템 효과가 자신에게도 적용
perkSalvageOperationsDesc,"낭비하지 않으면 아쉽지 않죠! 분해도구로 자원을 더 많이 얻습니다\n분해도구: 렌치, 래칫, 임팩트 드라이버, 레이저 만능도구"
perkSalvageOperationsName,고철 처리 작업
perkSalvageOperationsRank1Desc,쓰레기 수집가
perkSalvageOperationsRank2Desc,청소부
perkSalvageOperationsRank3Desc,고철 처리자
perkSalvageOperationsRank4Desc,부품 수집가
perkSalvageOperationsRank5Desc,고물상 주인
perkSalvageOperationsRank1LongDesc,분해도구의 블록 데미지 +10%. 채집량 +20%\n스태미너 소모량 -3%\n렌치 레시피 해제
perkSalvageOperationsRank2LongDesc,분해도구의 블록 데미지 +20%. 채집량 +40%\n스태미너 소모량 -6%\n
perkSalvageOperationsRank3LongDesc,분해도구의 블록 데미지 +30%. 채집량 +60%\n스태미너 소모량 -9%\n강철 곤봉 레시피 해제
perkSalvageOperationsRank4LongDesc,분해도구의 블록 데미지 +40%. 채집량 +80%\n스태미너 소모량 -12%\n
perkSalvageOperationsRank5LongDesc,분해도구의 블록 데미지 +50%. 채집량 +100%\n스태미너 소모량 -15%\n래칫 레시피 해제
perkSelfMedicated,자가 투약
perkSelfMedicatedDesc,"부작용에 눈물 흘리지 않고 스스로 약물을 섞어먹는데 특화되었습니다\n\n비타민,진통제,허브 항생제,항생제,스테로이드,리코그,포트 바이트,방사능 치료제,디아제팜,마약성 진통제"
perkSelfMedicatedRank1Desc,"쓰레기 약, 최고의 약"
perkSelfMedicatedRank2Desc,약쟁이
perkSelfMedicatedRank3Desc,조심스러운 처방전
perkSelfMedicatedRank4Desc,견습 약사
perkSelfMedicatedRank5Desc,약사
perkSelfMedicatedRank1LongDesc,약물 물 소비량 -50%. 금단현상 발생 확률 -20%. 약물 효과 +10%
perkSelfMedicatedRank2LongDesc,약물 물 소비량 -60%. 금단현상 발생 확률 -40%. 약물 효과 +20%
perkSelfMedicatedRank3LongDesc,약물 물 소비량 -70%. 금단현상 발생 확률 -60%. Dr약물 효과 +30%
perkSelfMedicatedRank4LongDesc,약물 물 소비량 -80%. 금단현상 발생 확률 -80%. 약물 효과 +40%
perkSelfMedicatedRank5LongDesc,약물 물 소비량 -90%. 금단현상이 발생하지 않습니다. 약물 효과 +50%
perkShotgunMessiahDesc,Specialize with shotguns and send your enemies to meet their maker.
perkShotgunMessiahName,Shotgun Messiah
perkShotgunMessiahRank1Desc,Increases fire rate for shotguns 15%. Reload 10% faster.
perkShotgunMessiahRank2Desc,Increases fire rate for shotguns 20%. Reload 15% faster.
perkShotgunMessiahRank3Desc,Increases fire rate for shotguns 25%. Reload 20% faster. Has a chance to stun enemies.
perkShotgunMessiahRank4Desc,Increases fire rate for shotguns 30%. Reload 25% faster. Has a greater chance to stun enemies.
perkShotgunMessiahRank5Desc,Increases fire rate for shotguns 35%. Reload 30% faster. Legs shots cripple opponents.
perkSkullCrusherDesc,Specialize in causing head trauma with melee weapons. The base head hit bonus is 100%.
perkSkullCrusherName,Skull Crusher
perkSkullCrusherRank1Desc,Bruiser
perkSkullCrusherRank2Desc,Mauler
perkSkullCrusherRank3Desc,Smasher
perkSkullCrusherRank4Desc,Bone Breaker
perkSkullCrusherRank5Desc,Skull Crusher
perkSkullCrusherRank1LongDesc,Blows to the head do 20% more damage.
perkSkullCrusherRank2LongDesc,Blows to the head do 40% more damage.
perkSkullCrusherRank3LongDesc,Blows to the head do 60% more damage. +5% chance to explode heads on hit.
perkSkullCrusherRank4LongDesc,Blows to the head do 80% more damage. +10% chance to explode heads on hit.
perkSkullCrusherRank5LongDesc,Blows to the head do 100% more damage. +15% chance to explode heads on hit.
perkSlowMetabolismDesc,신진대사를 최적화합니다. 음식과 물을 먹으면 더 많은 에너지를 만들고 에너지를 더 효율적으로 사용합니다
perkSlowMetabolismName,철제 위장
perkSlowMetabolismRank1Desc,구멍난 위장
perkSlowMetabolismRank2Desc,강한 체질
perkSlowMetabolismRank3Desc,좋은 신진 대사
perkSlowMetabolismRank4Desc,고유한 면역력
perkSlowMetabolismRank5Desc,철제 위장
perkSlowMetabolismRank1LongDesc,스태미너 소모량 -10%\n음식과 물 소모량 -10%\n음식과 물 섭취량 +10%
perkSlowMetabolismRank2LongDesc,스태미너 소모량 -20%\n음식과 물 소모량 -20%\n음식과 물 섭취량 +20%
perkSlowMetabolismRank3LongDesc,스태미너 소모량 -30%\n음식과 물 소모량 -30%\n음식과 물 섭취량 +30%
perkSlowMetabolismRank4LongDesc,스태미너 소모량 -40%\n음식과 물 소모량 -40%\n음식과 물 섭취량 +40%
perkSlowMetabolismRank5LongDesc,스태미너 소모량 -50%\n음식과 물 소모량 -50%\n음식과 물 섭취량 +50%
perkTheHuntsmanDesc,사냥감에서 더 많은 고기와 가죽을 수확하는 일에 특화되었습니다
perkTheHuntsmanName,타고난 사냥꾼
perkTheHuntsmanRank1Desc,밀렵꾼
perkTheHuntsmanRank2Desc,사냥꾼
perkTheHuntsmanRank3Desc,도살자
perkTheHuntsmanRank4Desc,타고난 사냥꾼
perkTheHuntsmanRank1LongDesc,"날붙이 도구나 무기를 이용해 동물에서 25% 더 많은 자원을 채집합니다\n가죽 방어구,고철 마체테 레시피 해제"
perkTheHuntsmanRank2LongDesc,"날붙이 도구나 무기를 이용해 동물에서 50% 더 많은 자원을 채집합니다\n사냥용 라이플,7.62mm 탄약,사냥용 라이플 몸통 레시피 해제"
perkTheHuntsmanRank3LongDesc,날붙이 도구나 무기를 이용해 동물에서 75% 더 많은 자원을 채집합니다\n사냥용 칼 레시피 해제
perkTheHuntsmanRank4LongDesc,"날붙이 도구나 무기를 이용해 동물에서 100% 더 많은 자원을 채집합니다\n레버 액션 라이플,저격 라이플 몸통 레시피 해제"
perkThreatAssessmentName,위협 행위
perkThreatAssessmentDesc,준비성 없이 주변을 돌아다니지 마세요. 동물을 추적하는 능력이 더 큰 위협도 감지할 수 있게 되었습니다... 좀비 말이죠.
perkThreatAssessmentRank1Desc,아마추어
perkThreatAssessmentRank2Desc,산책
perkThreatAssessmentRank3Desc,정찰
perkThreatAssessmentRank4Desc,매의 눈
perkThreatAssessmentRank1LongDesc,"라이플과 활의 헤드샷 데미지 +50%\n50m 내의 일반, 썩어가는 좀비를 추적할 수 있습니다."
perkThreatAssessmentRank2LongDesc,"라이플과 활의 헤드샷 데미지 +100%\n추적 범위가 100m로 늘어나며, 추가로 흉포한 좀비도 추적할 수 있습니다."
perkThreatAssessmentRank3LongDesc,"라이플과 활의 헤드샷 데미지 +150%\n추적 범위가 150m로 늘어나며, 추가로 방사능 좀비도 추적할 수 있습니다."
perkThreatAssessmentRank4LongDesc,"라이플과 활의 헤드샷 데미지 +200%\n추적 범위가 200m로 늘어나며, 추가로 악마도 추적할 수 있습니다."
perkYeahScienceDesc,"화학으로 연료, 폭발물, 탄약을 제작합니다"
perkYeahScienceName,이게 과학이지!
perkYeahScienceRank1Desc,학자
perkYeahScienceRank2Desc,교수
perkYeahScienceRank3Desc,화학자
perkYeahScienceRank4Desc,연구원
perkYeahScienceRank5Desc,양자 물리학자
perkYeahScienceRank1LongDesc,"화학 작업기,석유통,에틸 알코올,산성용액 병,잡동사니 배턴,9mm 탄약,44구경 매그넘 탄약,샷건 탄약 (탄약),7.62mm 탄약,휠캡 지뢰,요리 냄비 지뢰,9mm 탄약 상자 (100),44구경 매그넘 탄약 상자 (100),62mm 탄약 상자 (100) 레시피 해제"
perkYeahScienceRank2LongDesc,"불 석궁 볼트 (탄약),불화살 (탄약),공기 필터형 지뢰,압력판 지뢰,군용 섬유 레시피 해제"
perkYeahScienceRank3LongDesc,"고급 탄약과 전기 배턴을 제작합니다\n44구경 매그넘과 7.62mm 그리고 9mm의 AP, HP 탄약 레시피 해제\n샷건 AP 슬러그 (탄약),샷건 돌파 슬러그 (탄약) 레시피 해제\nAP 탄약: 관통 효과\nHP 탄약: 데미지 증가, 관통 불가"
perkYeahScienceRank4LongDesc,"폭발 화살 (탄약),폭발 석궁 볼트 레시피 해제"
perkYeahScienceRank5LongDesc,배터리 저장고 레시피 해제
perkStealthAssassinDesc,눈에 띄지 않고 기척을 숨기는데 특화되었습니다\n웅크린 자세에서 더 빨리 움직이고 기습  데미지가 증가합니다
perkStealthAssassinName,암살자
perkStealthAssassinRank1LongDesc,웅크린 자세 이동속도 +10%\n기습 데미지 +50%\n소음 -5%
perkStealthAssassinRank2LongDesc,웅크린 자세 이동속도 +20%\n기습 데미지 +75%\n소음 -10%
perkStealthAssassinRank3LongDesc,웅크린 자세 이동속도 +30%\n기습 데미지 +100%\n소음 -15%
perkStealthAssassinRank4LongDesc,웅크린 자세 이동속도 +40%\n기습 데미지 +150%\n소음 -20%
perkStealthAssassinRank5LongDesc,웅크린 자세 이동속도 +50%\n기습 데미지 +200%\n소음 -25%\n쓰레기를 밟아도 소음이 발생하지 않습니다.
perkStealthAssassinRank1Desc,살인자
perkStealthAssassinRank2Desc,도살자
perkStealthAssassinRank3Desc,처형자
perkStealthAssassinRank4Desc,냉혈한 킬러
perkStealthAssassinRank5Desc,어쌔신
perkBarBrawlingName,술집 싸움꾼
perkBarBrawlingDesc,다양한 타격무기를 파괴적으로 활용합니다
perkBarBrawlingRank1ShortDesc,아일랜드 혈통
perkBarBrawlingRank2ShortDesc,끝내기 동작
perkBarBrawlingRank3ShortDesc,살인 본능
perkBarBrawlingRank4ShortDesc,분노 모드
perkBarBrawlingRank5ShortDesc,7의 저주
perkBarBrawlingRank1LongDesc,타격무기의 데미지 +10%
perkBarBrawlingRank2LongDesc,타격무기의 데미지 +20%. 기절한 적에게 데미지 +20%
perkBarBrawlingRank3LongDesc,타격무기의 데미지 +30%. 기절한 적에게 데미지 +20%\n살인 본능: 주먹 혹은 너클로 킬을 할 때마다 5%씩 대미지가 상승하여 최대 15%까지 중첩됩니다.
perkBarBrawlingRank4LongDesc,타격무기의 데미지 +40%. 기절한 적에게 데미지 +20%\n분노 모드: 피격 시 공격 속도 +20%. 걷기/달리기 속도 +10%
perkBarBrawlingRank5LongDesc,타격무기의 데미지 +50%. 기절한 적에게 데미지 +20%\n7의 저주: 주먹 혹은 너클로 짧은 시간 안에 7번째 타격을 가하면 300% 대미지를 줍니다
perkBladeMasterName,날붙이 무기 장인
perkBladeMasterDesc,누구와도 비교할 수 없는 날붙이 무기 장인이 되었습니다
perkBladeMasterRank1ShortDesc,흘리기
perkBladeMasterRank2ShortDesc,난도질
perkBladeMasterRank3ShortDesc,살인 본능
perkBladeMasterRank4ShortDesc,흡혈
perkBladeMasterRank5ShortDesc,7의 저주
perkBladeMasterRank1LongDesc,받는 데미지 5% 감소
perkBladeMasterRank2LongDesc,받는 데미지 5% 감소\n일반 공격이 적에게 출혈 상처를 입힙니다
perkBladeMasterRank3LongDesc,받는 데미지 5% 감소\n일반 공격이 적에게 출혈 상처를 입힙니다\n살인 본능 적용 불가(주먹/너클만)
perkBladeMasterRank4LongDesc,받는 데미지 5% 감소\n일반 공격이 적에게 출혈 상처를 입힙니다\n살인 본능 적용 불가(주먹/너클만)\n공격을 성공하면 체력을 2 회복합니다
perkBladeMasterRank5LongDesc,받는 데미지 5% 감소\n일반 공격이 적에게 출혈 상처를 입힙니다\n살인 본능 적용 불가(주먹/너클만)\n공격을 성공하면 체력을 2 회복합니다\n7의 저주 적용 불가(주먹/너클만)
perkForgeAheadName,화덕 먼저
perkForgeAheadDesc,화덕을 만들 수 있습니다
perkForgeAheadRank1Title,화덕 먼저 1
perkForgeAheadRank2Title,화덕 먼저 2
perkForgeAheadRank1Desc,"[DECEA3]요구사항:[-] 도구 제작 1, 플레이어 레벨 10, 직업: 노동자 불가\n화덕 레시피 해제"
perkForgeAheadRank2Desc,"[DECEA3]요구사항:[-] 도구 제작 2, 플레이어 레벨 25, 직업: 노동자 불가\n대형 화덕 레시피 해제"
perkAdvancedForgeName,고급 화덕
perkAdvancedForgeDesc,고급 화덕 레시피를 해제하는 특성입니다
perkAdvancedForgeRank1Title,고급 화덕
perkAdvancedForgeRank1Desc,"[DECEA3]요구사항:[-] 플레이어 레벨 50, 직업: 노동자 불가\n고급 화덕, 고급 풀무 레시피 해제"
perkWorkbenchesName,Workbenches and You
perkWorkbenchesDesc,This perk unlocks the various workbench recipes.
perkWorkbenchesRank1Desc,Unlocks the Workbench and table saw recipes.
perkWorkbenchesRank2Desc,Unlocks the Metal Workstation and Tailoring Workstation recipes.
perkWorkbenchToolsName,작업 도구
perkWorkbenchToolsDesc,작업대에 필요한 도구를 만듭니다
perkWorkbenchToolsRank1Title,작업 도구
perkWorkbenchToolsRank1Desc,"[DECEA3]요구사항:[-] 도구 제작 1\n렌치, 장도리 레시피 해제"
perkWorkingSinksName,얼간이를 위한 배관공사
perkWorkingSinksDesc,배관공사가 끝났습니다\n작업용 싱크대 레시피를 해제합니다
perkWorkingSinksRank1Title,얼간이를 위한 배관공사
perkWorkingSinksRank1Desc,"[DECEA3]요구사항:[-] 플레이어 레벨 25\n작업용 싱크대,작업용 다목적 싱크대 레시피 해제"
perkWorkingOvensName,얼간이를 위한 주방공사
perkWorkingOvensDesc,주방공사가 끝났습니다\n작업용 붙박이 오븐 레시피를 해제합니다
perkWorkingOvensRank1Title,얼간이를 위한 주방공사
perkWorkingOvensRank1Desc,[DECEA3]요구사항:[-] 플레이어 레벨 25\n작업용 붙박이 오븐 2종 레시피 해제
perkPistolName,피스톨 제작
perkPistolDesc,피스톨을 만들 수 있습니다
perkPistolRank1Title,피스톨 제작
perkPistolRank1Desc,[DECEA3]요구사항:[-] 총기 제작 1\n피스톨 레시피 해제
perkP225Name,P225 권총 제작
perkP225Desc,P225 권총을 만들 수 있습니다
perkP225Rank1Title,P225 권총 제작
perkP225Rank1Desc,[DECEA3]요구사항:[-] 총기 제작 2\nP225 권총 레시피 해제
perkMagnumName,44구경 매그넘 제작
perkMagnumDesc,44구경 매그넘을 만들 수 있습니다
perkMagnumRank1Title,44구경 매그넘 제작
perkMagnumRank1Desc,[DECEA3]요구사항:[-] 총기 제작 3\n44구경 매그넘 레시피 해제
perkShotgunName,펌프식 샷건 제작
perkShotgunDesc,펌프식 샷건 샷건을 만들 수 있습니다
perkShotgunRank1Title,펌프식 샷건 제작
perkShotgunRank1Desc,[DECEA3]요구사항:[-] 총기 제작 2\n펌프식 샷건 레시피 해제
perkDoubleShotgunName,2연발 샷건 제작
perkDoubleShotgunDesc,2연발 샷건을 만들 수 있습니다
perkDoubleShotgunRank1Title,2연발 샷건 제작
perkDoubleShotgunRank1Desc,[DECEA3]요구사항:[-] 총기 제작 1\n2연발 샷건 레시피 해제
perkCombatShotgunName,Combat Shotgun Crafting
perkCombatShotgunDesc,Learn how to build your own combat shotgun.
perkCombatShotgunRank1Title,Combat Shotgun Crafting
perkCombatShotgunRank1Desc,Unlocks the combat shotgun and parts recipes.  [DECEA3]요구사항:[-] 총기 제작 3
perkHuntingRifleName,사냥용 라이플 제작
perkHuntingRifleDesc,사냥용 라이플을 만들 수 있습니다
perkHuntingRifleRank1Title,사냥용 라이플 제작
